author,content,crawl_time,page_num,post_id,post_time,post_url,reply_count,title,view_count
lhdbx,,2025-07-24T19:53:13.378097,1,29624,发表于 2025-6-22 16:54:40,https://bbs.hassbian.com/thread-29624-1-1.html,,求好用的zigbee平价设备接入Z2M,
author,content,crawl_time,page_num,post_id,post_time,post_url,reply_count,title,view_count
lhdbx,,2025-07-24T19:53:47.314305,1,29624,发表于 2025-6-22 16:54:40,https://bbs.hassbian.com/thread-29624-1-1.html,,求好用的zigbee平价设备接入Z2M,
wdmywm3,哎……zigbee现在就是这样，东西少，要么就是贵…… 我仅有的几个zigbee开关也都是aqara的 除此以外还是用小米蓝牙mesh的开关多，主要还是有些新的实在漂亮，忍不住……,2025-07-24T19:53:47.315732,,29624,,,,,
lhdbx,wdmywm3 发表于 2025-6-22 17:15 哎……zigbee现在就是这样，东西少，要么就是贵…… 我仅有的几个zigbee开关也都是aqara的 除此以外还是用 ... 对呀，我本来想着zigbee开关覆盖到位，然后就可以配传感器。都说zigbee省电，而且稳定。 可是我部署好了基础覆盖，突然发现 没啥推荐的传感器。烦死了 我限制是2个多模2，覆盖全家，gw3接入灯和窗帘。感觉还不如开关也米家算了，也能蓝牙全本地覆盖，为了zigbee买了绿米，搞得家里2套系统。 我都觉得傻了 浪费钱 现在骑虎难下,2025-07-24T19:53:47.316191,,29624,,,,,
qjrxsoft,"lhdbx 发表于 2025-6-22 17:22 对呀，我本来想着zigbee开关覆盖到位，然后就可以配传感器。都说zigbee省电，而且稳定。 可是我部署好了 ... 哥们及时止损吧，我也是zigbee过度到米家蓝牙mesh的，我之前比任何人都推崇zigbee，入坑zigbee之后才明白各种苦，后面果断换米家蓝牙mesh，我的开关全是绿米的D1,一咬牙我全丢小黄鱼，亏死我了，智能家居对于我来说是实用品而不是玩具，追求的是稳定、可靠、性价比、少折腾。",2025-07-24T19:53:47.316442,,29624,,,,,
lichao622,相信我，要用zigbee就用绿米的，涂鸦的，或者杂七杂八的不要用。。。。,2025-07-24T19:53:47.316648,,29624,,,,,
gx19970920,"你如果想入坑zigbee，就一定要买aqara的，长供电的中继器可以选择其他品牌的，比如水阀，墙面插座之类的，但是用电池的传感器一定要选aqara 登录/注册后可看大图 image.png (236.3 KB, 下载次数: 0) 下载附件 2025-6-23 08:38 上传",2025-07-24T19:53:47.316826,,29624,,,,,
lhdbx,gx19970920 发表于 2025-6-23 08:38 你如果想入坑zigbee，就一定要买aqara的，长供电的中继器可以选择其他品牌的，比如水阀，墙面插座之类的， ... 已经入坑了 我就想着有退路，所以开关都买了零火得绿米D1，这样就算不用z2M了，小米多模2也能用，再不济跟你一样咸鱼卖了，卖是真卖得快。 之前一直刷论坛，觉得Z2M好厉害，又有拓扑图，又全能接入，好好。然后执着Z2M 突然装完才发现，并没有什么好产品推荐接入 还得买米家得蓝牙mash传感器，我的zigbee网络覆盖不是废了嘛 电池的传感器一定要选aqara 确定好用嘛？省电又准确？ 推荐几个呗 现在已经下不了车了,2025-07-24T19:53:47.317011,,29624,,,,,
gx19970920,lhdbx 发表于 2025-6-23 08:47 已经入坑了 我就想着有退路，所以开关都买了零火得绿米D1，这样就算不用z2M了，小米多模2也能用，再不济 ... 其实aqara的传感器就那么几个类型：温湿度，水浸，光照，门窗，我就用了这些传感器，都是直接搜aqara买就行，,2025-07-24T19:53:47.317215,,29624,,,,,
lhdbx,lichao622 发表于 2025-6-22 22:10 相信我，要用zigbee就用绿米的，涂鸦的，或者杂七杂八的不要用。。。。 是的 我之前看欧瑞博质感好，也买来Z2M接入 发现第一个没问题 好像是HA1.2协议 然后后面买的都不好用，要么只能识别状态，不能远程控制，要么自己每隔半小时自己开关一下，有毒。 涂鸦我不知道买哪个型号呀，求推荐呀 好多接入之后，有按钮，但是都是没用功能的 返回都是错误 求推荐 或则带转换器的,2025-07-24T19:53:47.317412,,29624,,,,,
lhdbx,qjrxsoft 发表于 2025-6-22 21:21 哥们及时止损吧，我也是zigbee过度到米家蓝牙mesh的，我之前比任何人都推崇zigbee，入坑zigbee之后才明白 ... 哎 别说了 已经入坑了 还不想放弃 。 我折腾装完都花了一个月 好不容易全屋覆盖了zigbee网络 还有就是奇怪，传感器不能漫游，比如绿米无线开关，我拿到任何地方它都无法就今中继，99方的房子显示都质量特别弱 zigbee不是应该优势就是信号传递吗,2025-07-24T19:53:47.317601,,29624,,,,,
author,content,crawl_time,page_num,post_id,post_time,post_url,reply_count,title,view_count
lhdbx,,2025-07-24T20:03:06.759726,1,29624,发表于 2025-6-23 08:57:01,https://bbs.hassbian.com/thread-29624-2-1.html,,求好用的zigbee平价设备接入Z2M,
kmart,lhdbx 发表于 2025-6-23 08:57 我看你的图 还行确实都是绿米，不过我感觉绿米是不是传感器中继有问题 不太好， 你多少方？几个zigbee ... 玩了几年的zigbee经验，要稳定而且信号好，全部都使用aqara的产品，网关也使用aqara的网关！ 再回答一下中继的问题，只有接入了零火线的设备才能中继，单火以及电池的设备没有中继功能！,2025-07-24T20:03:06.761513,,29624,,,,,
lhdbx,kmart 发表于 2025-6-23 09:26 玩了几年的zigbee经验，要稳定而且信号好，全部都使用aqara的产品，网关也使用aqara的网关！ 再回答一下 ... 绿米零活D1 你看我拓扑图 用aqara网关了，那我心心念念的Z2M就没用了 那不是直接绿米了 都没其他了,2025-07-24T20:03:06.762452,,29624,,,,,
gx19970920,lhdbx 发表于 2025-6-23 09:36 绿米零活D1 你看我拓扑图 用aqara网关了，那我心心念念的Z2M就没用了 网关你可以买冬瓜的z2m网关，比较好,2025-07-24T20:03:06.763067,,29624,,,,,
lhdbx,gx19970920 发表于 2025-6-23 10:10 网关你可以买冬瓜的z2m网关，比较好 已经搭建好啦 就差比较性价比 非常兼容z2M的传感器了,2025-07-24T20:03:06.763430,,29624,,,,,
lichao622,lhdbx 发表于 2025-6-23 08:50 是的 我之前看欧瑞博质感好，也买来Z2M接入 发现第一个没问题 好像是HA1.2协议 然后后面买的都不好用 ... 我的意思是只能是用绿米的，涂鸦的别用。真的，我就踩坑了涂鸦的。。。。哈哈,2025-07-24T20:03:06.763804,,29624,,,,,
lichao622,lichao622 发表于 2025-6-23 10:50 我的意思是只能是用绿米的，涂鸦的别用。真的，我就踩坑了涂鸦的。。。。哈哈 ... 我是逐步把所有zigbee设备换成绿米的后就稳定了,2025-07-24T20:03:06.764179,,29624,,,,,
gasment,是不是有点过于执着信号覆盖了。。。,2025-07-24T20:03:06.764472,,29624,,,,,
lhdbx,lichao622 发表于 2025-6-23 10:50 我的意思是只能是用绿米的，涂鸦的别用。真的，我就踩坑了涂鸦的。。。。哈哈 ... 你这意思 就是不要Z2M了，都全是绿米了 还不知直接aqara,2025-07-24T20:03:06.764738,,29624,,,,,
lhdbx,gasment 发表于 2025-6-23 11:03 是不是有点过于执着信号覆盖了。。。 那也是论坛忽悠的 说什么信号稳定 什么本地直连 什么耗电少 一套一套的 吹Z2M 真坑 都没有一套完整的方案,2025-07-24T20:03:06.765000,,29624,,,,,
liyong763435720,,2025-07-24T20:03:10.794112,1,25894,发表于,https://bbs.hassbian.com/thread-25894-38-1.html,,消逝-手机端（更新2025-07-05）,
peng_jia,谢谢分享，正在学习,2025-07-24T20:03:10.795315,,25894,,,,,
a5824420,收藏一下，正好需要,2025-07-24T20:03:10.796703,,25894,,,,,
zjksjf,感觉是个大工程,2025-07-24T20:03:12.523117,,25894,,,,,
明明洋洋,大佬牛逼,2025-07-24T20:03:12.523639,,25894,,,,,
w954095886,谢谢分享参考下,2025-07-24T20:03:12.524011,,25894,,,,,
xiangboshi,完成度这么高，真大佬了,2025-07-24T20:03:12.524369,,25894,,,,,
liyw168,谢谢分享,2025-07-24T20:03:12.524719,,25894,,,,,
LinkStart_Pai,太好了，学习一下,2025-07-24T20:03:12.525063,,25894,,,,,
wlhl1001,大神求教，這個怎麽設置，怎麽弄,2025-07-24T20:03:12.525426,,25894,,,,,
aiqinxuancai,,2025-07-24T20:03:24.767392,1,29901,发表于,https://bbs.hassbian.com/thread-29901-1-1.html,,设定晚上自动调空调但有时触发有时又不触发,
george65,你那個持續了22:00是要持續22小時才會觸發嗎??,2025-07-24T20:03:24.768587,,29901,,,,,
author,content,crawl_time,floor_num,post_id,reply_id,reply_time
zonglong,"本帖最后由 zonglong 于 2024-9-11 13:30 编辑 不需要编程器固件去烧写到 flash, 在 uboot 烧回写 rootfs 就可, 不用全烧写 fatload mmc 0:1 0x21000000 rootfs_new.bin sf probe sf erase 0x250000 0x69E000 sf write 0x21000000 0x250000 0x69E000 复制代码",2025-07-24T20:12:48.884335,3,26386,post_621564,发表于 2024-8-6 10:31:11
tianzhuang55,这个高端啊,2025-07-24T20:12:48.885287,5,26386,post_621035,发表于 2024-8-3 16:42:07
Dyop,1561561561456dfvs s,2025-07-24T20:12:48.885741,7,26386,post_621051,发表于 2024-8-3 17:58:50
yly,感谢分享，，，，,2025-07-24T20:12:48.886182,9,26386,post_621079,发表于 2024-8-3 22:14:21
mengwenqiang520,围观一下,2025-07-24T20:12:48.886607,11,26386,post_621094,发表于 2024-8-4 00:20:37
xiaomi2024,感谢分享,2025-07-24T20:12:48.886951,13,26386,post_621100,发表于 2024-8-4 01:01:16
silas3082,up能否来个更具体一点的教程，没看明白具体怎么操作,2025-07-24T20:12:48.887280,15,26386,post_621102,发表于 2024-8-4 01:03:05
yxl150985,silas3082 发表于 2024-8-4 01:03 up能否来个更具体一点的教程，没看明白具体怎么操作 稍微写了一下,2025-07-24T20:12:48.887601,17,26386,post_621129,发表于 2024-8-4 08:41:04
suixin45,感谢分享,2025-07-24T20:12:48.887918,19,26386,post_621130,发表于 2024-8-4 09:01:00
silas3082,yxl150985 发表于 2024-8-4 08:41 稍微写了一下 感谢大佬,2025-07-24T20:12:48.888244,21,26386,post_621146,发表于 2024-8-4 10:38:19
573176128,装了可以设置背景图的透明度，底部dock栏也不知道怎么实现,2025-07-24T20:12:50.832123,3,29877,post_686793,发表于
XQapp,"用的是navbar card⬇️ https://github.com/joseluis9595/lovelace-navbar-card 主题大概是Frosted Glass https://github.com/wessamlauf/ho ... ?tab=readme-ov-file .guestviewthumb {margin:10px auto; text-align:center;}.guestviewthumb a {font-size:12px;}.guestviewthumb_cur {cursor:url(""https://www.hasstatic.com/image/common/scf.gif""), default; max-width:100px;}.ie6 .guestviewthumb_cur { width:100px !important;} 登录/注册后可看大图",2025-07-24T20:12:50.832778,5,29877,post_686795,发表于
hassmingovo,bubble card Horizontal buttons stack + 样式应该可以实现,2025-07-24T20:12:50.833162,7,29877,post_686801,发表于
xiaomi2024,这个要用魔法才能访问吧?,2025-07-24T20:12:50.833462,9,29877,post_686806,发表于
frx,xiaomi2024 发表于 2025-7-22 14:50 这个要用魔法才能访问吧? 嗯，可以试试 https://gitee.com/klmahuaw/GitHub520,2025-07-24T20:12:50.833724,11,29877,post_686818,发表于
573176128,Navbar Card，这个你看看是不是,2025-07-24T20:12:50.833997,13,29877,post_686826,发表于
frx,573176128 发表于 2025-7-22 15:44 Navbar Card，这个你看看是不是 装上了，就是他，谢谢啦,2025-07-24T20:12:50.834253,15,29877,post_686828,发表于
冬暖夏凉,xiaomi2024 发表于 2025-7-22 14:50 这个要用魔法才能访问吧? 微软商店搜watt toolkit，这个软件可以给github加速（免费）,2025-07-24T20:12:50.834507,17,29877,post_686837,发表于
xiaomi2024,冬暖夏凉 发表于 2025-7-22 16:35 微软商店搜watt toolkit，这个软件可以给github加速（免费） 这个太麻烦了. 还是gitee好用,2025-07-24T20:12:50.834770,19,29877,post_687108,发表于
Ari,"本帖最后由 Ari 于 2024-7-30 13:44 编辑 好看，正在抄作业，ButtonCardJSTemplateError: TypeError: Cannot read properties of undefined (reading 'state') in 'var state = entity.state; var temp = entity.attributes.current_temperature; if(state == ""heat""...' 啥意思啊。复制到原始配置编辑器最上面了",2025-07-24T20:12:52.369651,3,26328,post_619937,发表于 2024-7-30 13:39:15
suixin45,感谢分享,2025-07-24T20:12:52.371439,5,26328,post_619938,发表于 2024-7-30 13:43:08
yclin20,感谢分享，抄作业抄作业,2025-07-24T20:12:52.371873,7,26328,post_619940,发表于 2024-7-30 13:45:02
xuyunjun,666很不错,2025-07-24T20:12:52.372156,9,26328,post_619941,发表于 2024-7-30 13:47:03
落楓,感谢大佬分享~我来看看帖子里有什么 0.0,2025-07-24T20:12:52.372395,11,26328,post_619942,发表于 2024-7-30 13:49:01
wfy459924951,Ari 发表于 2024-7-30 13:39 好看，正在抄作业，ButtonCardJSTemplateError: TypeError: Cannot read properties of undefined (reading ... 所需卡片都下载了吗？ 下载后刷新下浏览器,2025-07-24T20:12:52.372750,13,26328,post_619943,发表于 2024-7-30 13:49:27
Mqiang115,感谢分享，抄作业抄作业,2025-07-24T20:12:52.373047,15,26328,post_619945,发表于 2024-7-30 13:50:49
Ari,本帖最后由 Ari 于 2024-7-30 13:57 编辑 wfy459924951 发表于 2024-7-30 13:49 所需卡片都下载了吗？ 下载后刷新下浏览器 都下载了，代码1也放在这上面了，可能缓存没缓过来，现在可以用了，能增加调节风速还有什么防直吹的按钮吗,2025-07-24T20:12:52.373286,17,26328,post_619947,发表于 2024-7-30 13:52:40
lsqzxz,谢谢分享,2025-07-24T20:12:52.373534,19,26328,post_619949,发表于 2024-7-30 13:56:03
wdmywm3,我的平板中控放在门口当了几个月的摆设了，先学习一个,2025-07-24T20:12:54.399478,3,22924,post_558412,发表于 2023-10-6 00:50:30
dachandler7,wdmywm3 发表于 2023-10-6 00:50 我的平板中控放在门口当了几个月的摆设了，先学习一个 我在实际使用时，用的最多的其实是小爱音箱，非米家设备通过巴法云可以让小爱音箱来进行控制。平板中控除了装13好看以外，只有在客厅区域内的情况下才会少量使用。,2025-07-24T20:12:54.400000,5,22924,post_558413,发表于 2023-10-6 01:36:57
wdmywm3,dachandler7 发表于 2023-10-6 01:36 我在实际使用时，用的最多的其实是小爱音箱，非米家设备通过巴法云可以让小爱音箱来进行控制。平板中控除 ... 是这样，所以我现在回头琢磨，感觉搞个小米智慧屏6或者8，又或者红米音箱pro8改，有钱的搞个智慧屏10，上墙的效果可能比一个平板更好。 一个是自带miui，比自己diy的终究好看。 另一个是自带小爱音箱，节省一个小爱的空间。,2025-07-24T20:12:54.400285,7,22924,post_558414,发表于 2023-10-6 01:56:32
bugensui,为什么不用官方的app，功能体验不是更好，另外请教下220V转5V的变压器放进86盒，长期通电的情况下，有没有安全隐患,2025-07-24T20:12:54.400550,9,22924,post_558562,发表于 2023-10-6 23:26:28
a_dongde,bugensui 发表于 2023-10-6 23:26 为什么不用官方的app，功能体验不是更好，另外请教下220V转5V的变压器放进86盒，长期通电的情况下，有没有 ... fully kiosk browser 功能里可以调用摄像头，可以实现人来自动亮屏（本人买了个联想小新PAD 2020自带了，使用的免费功能即可）。 220V转5V的变压器放入底盒正常运行一年了，没什么问题，本来现在的带USB口的插座都是一直通电在线的。,2025-07-24T20:12:54.400778,11,22924,post_558583,发表于 2023-10-7 08:40:27
13860605362,我中控直接常亮，控制设备次要的，绝大部分自动化，小部分语音控制。我更多的是用来消息提醒，晒衣服耗材之类的。,2025-07-24T20:12:54.401171,13,22924,post_558591,发表于 2023-10-7 09:51:50
bugensui,a_dongde 发表于 2023-10-7 08:40 fully kiosk browser 功能里可以调用摄像头，可以实现人来自动亮屏（本人买了个联想小新PAD 2020自带了， ... 谢谢大佬，你买的是哪款，能不能分享下，你在用在底盒里接什么传感器用？,2025-07-24T20:12:54.401505,15,22924,post_558596,发表于 2023-10-7 10:23:38
a_dongde,"空白处开关时连接220~5V电源，塞到了底盒里，在HA中写了自动化通断充电。3D打印了一个支架，把原来的开关垫高了，线走支架下穿出来。 登录/注册后可看大图 1697159031653.png (252.16 KB, 下载次数: 0) 下载附件 2023-10-13 09:04 上传",2025-07-24T20:12:54.401829,17,22924,post_559976,发表于 2023-10-13 09:06:19
a_dongde,"bugensui 发表于 2023-10-7 10:23 谢谢大佬，你买的是哪款，能不能分享下，你在用在底盒里接什么传感器用？ ... 空白处开关时连接220~5V电源，塞到了底盒里，在HA中写了自动化通断充电。3D打印了一个支架，把原来的开关垫高了，线走支架下穿出来。 登录/注册后可看大图 1697159031653.png (252.16 KB, 下载次数: 0) 下载附件 2023-10-13 09:07 上传",2025-07-24T20:12:54.402096,19,22924,post_559977,发表于 2023-10-13 09:07:31
ekingfan,本帖最后由 ekingfan 于 2023-1-27 22:12 编辑 谢谢先。type: custom:digital-clock 但时间日期怎么转成中文？要加代码？删除这个代码就是中文的， locale: cn 但怎么怎么设置12小时？,2025-07-24T20:12:56.422062,3,19349,post_507343,发表于 2023-1-27 21:50:50
sorrypqa,我的天呀，天书般的配置，没有注释，完全看不懂。,2025-07-24T20:12:56.422737,5,19349,post_507344,发表于 2023-1-27 22:00:13
zhouxj,学习了，先收藏了，以后有空了再看,2025-07-24T20:12:56.423144,7,19349,post_507351,发表于 2023-1-27 23:11:20
powertnt,学习了，先收藏了,2025-07-24T20:12:56.423446,9,19349,post_507389,发表于 2023-1-28 11:02:19
MX10085,学习了，先收藏了,2025-07-24T20:12:56.423706,11,19349,post_507435,发表于 2023-1-28 14:13:51
angelyangw,sorrypqa 发表于 2023-1-27 22:00 我的天呀，天书般的配置，没有注释，完全看不懂。 看着很复杂，其实所有内容都是图形化的 。。。我是从图形化那里直接copy出来的,2025-07-24T20:12:56.423959,13,19349,post_507493,发表于 2023-1-28 20:24:10
angelyangw,ekingfan 发表于 2023-1-27 21:50 谢谢先。type: custom:digital-clock 但时间日期怎么转成中文？要加代码？删除这个代码就是中文的，locale ... https://moment.github.io/luxon/# ... -strings-for-humans 按这里介绍的 如果你想12小时制 可以用hh 比如 timeFormat: hh:m:s,2025-07-24T20:12:56.424209,15,19349,post_507494,发表于 2023-1-28 20:34:51
ekingfan,angelyangw 发表于 2023-1-28 20:34 https://moment.github.io/luxon/#/formatting?id=tolocalestring-strings-for-humans 按这里介绍的 如果 ... 这个说明我看了， 但不知道怎么改。。。填写在哪里。。。,2025-07-24T20:12:56.424461,17,19349,post_507517,发表于 2023-1-28 23:30:11
astang,留言备用,2025-07-24T20:12:56.424696,19,19349,post_507533,发表于 2023-1-29 08:51:38
to21,你是真玩家,2025-07-24T20:12:58.587802,3,29897,post_687239,发表于
隔壁的王叔叔,无敌了，无敌了。,2025-07-24T20:12:58.588405,5,29897,post_687246,发表于
author,content,crawl_time,page_num,post_id,post_time,post_url,reply_count,title,view_count
sorrypqa,"replyreload += ',' + 686252; 本帖最后由 sorrypqa 于 2025-7-22 12:58 编辑 无意中看到一款大名鼎鼎的WLED固件，所以画了这个WS2812可寻址多彩LED灯控制器玩一玩！ 相关资料： https://kno.wled.ge/ 控制器功能： 1、内置100 多种灯光特效 2、内置数字麦克风，支持音效同步和 50 种调色板 3、具有颜色、效果和分段控制的现代用户界面 4、为 LED 的各个部分设置不同的效果和颜色 5、内置WEB控制台设置页面，可通过网络配置控制器的各种参数 6、接入点和站点模式 - 自动故障安全 AP 7、支持5组LED 输出，支持串联 8、支持 RGBW 灯带 9、最多 250 个用户预设，可轻松保存和加载颜色/效果，支持循环使用。 10、预设可用于自动执行 API 调用 11、夜灯功能（逐渐变暗） 12、支持无线OTA（HTTP + ArduinoOTA），可密码保护 13、可配置模拟时钟 + 支持 Diamex 的 Cronixie 套件 14、可配置自动亮度限制，确保操作更安全 15、基于文件系统的配置，可以更轻松地备份预设和设置 16、支持多个控制器的灯效与颜色实时同步 17、红外遥控器（24 键 RGB） 18、原生HA集成 19、支持MQTT通讯 20、内置20W的同步整流电源模块，可以直接为控制器和LED灯供电。 .guestviewthumb {margin:10px auto; text-align:center;}.guestviewthumb a {font-size:12px;}.guestviewthumb_cur {cursor:url(""https://www.hasstatic.com/image/common/scf.gif""), default; max-width:100px;}.ie6 .guestviewthumb_cur { width:100px !important;} 登录/注册后可看大图 ezgif-713bd380d5641e.gif (4.7 MB, 下载次数: 0) 下载附件 3 天前 上传 控制器PCB布局： 登录/注册后可看大图 SNAG-2025-7-22_0001.png (121.24 KB, 下载次数: 0) 下载附件 前天 12:57 上传 由于暂时用不上红外遥控和数字麦克风，所有没有焊上： 登录/注册后可看大图 20250721_154716.jpg (318.98 KB, 下载次数: 0) 下载附件 3 天前 上传 焊好元件，连接TTL刷机线，就可以直接打开这个地址在线刷写固件： https://install.wled.me/ 登录/注册后可看大图 SNAG-2025-7-21_00001.jpg (115.31 KB, 下载次数: 0) 下载附件 3 天前 上传 刷好固件通电，控制器会发射一个名为“WLED-AP”的配网AP，密码为：wled1234，手机连接此AP进行wifi设置 连接网络后，HA会自动发现设备： 登录/注册后可看大图 SNAG-2025-7-6_00000.jpg (10.2 KB, 下载次数: 0) 下载附件 3 天前 上传 登录/注册后可看大图 SNAG-2025-7-6_00001.jpg (22.28 KB, 下载次数: 0) 下载附件 3 天前 上传 登录/注册后可看大图 SNAG-2025-7-6_00002.jpg (22.08 KB, 下载次数: 0) 下载附件 3 天前 上传 HA里的实体： 登录/注册后可看大图 20250721162558.png (146.33 KB, 下载次数: 0) 下载附件 3 天前 上传 WEB控制台： 登录/注册后可看大图 SNAG-2025-7-21_0001.png (140.66 KB, 下载次数: 0) 下载附件 3 天前 上传 设置菜单： 登录/注册后可看大图 SNAG-2025-7-21_0002.png (86.79 KB, 下载次数: 0) 下载附件 3 天前 上传 WiFi设置界面，可以按+键添加多个WiFi： 登录/注册后可看大图 20250721160937.png (183.52 KB, 下载次数: 0) 下载附件 3 天前 上传 LED和硬件设置界面，可以按+键添加多组LED输出： 登录/注册后可看大图 20250721161021.png (292.54 KB, 下载次数: 0) 下载附件 3 天前 上传 WEB界面设置： 登录/注册后可看大图 20250721161130.png (150.65 KB, 下载次数: 0) 下载附件 3 天前 上传 同步设置界面： 登录/注册后可看大图 20250721161152.png (294.24 KB, 下载次数: 0) 下载附件 3 天前 上传 时间设置界面： 登录/注册后可看大图 20250721161216.png (177.36 KB, 下载次数: 0) 下载附件 3 天前 上传 其它设置界面： 登录/注册后可看大图 20250721161245.png (132.35 KB, 下载次数: 0) 下载附件 3 天前 上传 安全和更新设置界面： 登录/注册后可看大图 20250721161301.png (173.32 KB, 下载次数: 0) 下载附件 3 天前 上传 WS2812控制器的PCB文件和物料清单： 游客，如果您要查看本帖隐藏内容请 回复",2025-07-24T20:18:10.528270,1,29853,发表于,https://bbs.hassbian.com/thread-29853-1-1.html,,HA专属装备 - - - - WS2812可寻址多彩LED灯控制器,
wubit,HA专属装备 - - - - WS2812可寻址多彩LED灯控制器 [修改],2025-07-24T20:18:10.531053,,29853,,,,,
wubit,怎么才能让ws2812灯带显示时钟呢,2025-07-24T20:18:10.532183,,29853,,,,,
sorrypqa,本帖最后由 sorrypqa 于 2025-7-21 18:08 编辑 wubit 发表于 2025-7-21 18:02 怎么才能让ws2812灯带显示时钟呢 LED要按数字笔段排列才行！,2025-07-24T20:18:10.532592,,29853,,,,,
a_dongde,这么强悍？,2025-07-24T20:18:10.532905,,29853,,,,,
sorrypqa,a_dongde 发表于 2025-7-21 18:23 这么强悍？ 是的，这固件的功能非常强大！,2025-07-24T20:18:10.533178,,29853,,,,,
daifhfh,LED要按数字笔段排列才行！,2025-07-24T20:18:10.533545,,29853,,,,,
qiyong0401,谢楼主分享,2025-07-24T20:18:10.533852,,29853,,,,,
guxiaoqi2007,WS2812可寻址多彩LED灯控制器 [,2025-07-24T20:18:10.534471,,29853,,,,,
TianYa,谢楼主分享,2025-07-24T20:18:10.534775,,29853,,,,,
c1pher_小愚,"replyreload += ',' + 676263; 本帖最后由 c1pher_小愚 于 2025-7-21 19:33 编辑 ha-mcp-for-xiaozhi homeassistant 内置mcpserver通过websocket直连小智AI官方服务器， 配置最简单的方案 插件能力介绍 1.HomeAssistant自身作为mcp server 以websocket协议直接对接虾哥服务器，无需中转 2.在一个实体里同时选择多个API组（HomeAssistant自带控制API、用户自己配置的MCPServer）并将它们一起代理给小智 3.支持同时配置多个实体 注意： v0.0.9 版本需要使用2025.7.0及以后版的HomeAssistant， 2025.3-2025.6版本的homeassistant 请使用 v0.0.7 谢谢配合！！！ 操作演示： 控制电视操作： Ha LLM/MCP进阶教程： 文字版 配置演示： 安装方法： 方法 1： HACS安装 游客，如果您要查看本帖隐藏内容请 回复 方法 2：手动安装 游客，如果您要查看本帖隐藏内容请 回复 配置方法 [设置 > 设备与服务 > 添加集成] > 搜索“Mcp” >找到 MCP Server for Xiaozhi 登录/注册后可看大图 8ca5334a2d15f59325f3d5acb12083c8.png (248.99 KB, 下载次数: 0) 下载附件 2025-5-23 01:42 上传 下一步 > 请填写 小智MCP接入点地址 > 提交。 登录/注册后可看大图 6f4b22e8bd8190d4f0faeaba731481f9.png (112.2 KB, 下载次数: 0) 下载附件 2025-5-23 01:42 上传 登录/注册后可看大图 7688349f41b6c0552a47f872507d3447.png (35.45 KB, 下载次数: 0) 下载附件 2025-5-23 01:42 上传 配置完成！！！稍等一分钟后到小智的接入点页面点击刷新，检查状态。 登录/注册后可看大图 bd06b555b9e5c24fbf819c43397c97ee.png (86.4 KB, 下载次数: 0) 下载附件 2025-5-23 01:43 上传 调试说明 1.暴露的工具取决于你公开给Homeassistant语音助手的实体的种类 设置 -> 语音助手 -> 公开 2.尽量使用最新版本的homeassistant，单单看5月版本跟3月版本提供的工具就有明显差异 3.调试时未达到预期，优先看小智的聊天记录，看看小智对这句指令如何处理的，是否有调用homeassistant的工具。 目前已知比较大的问题是灯光控制和音乐控制会和内置的屏幕控制、音乐控制逻辑冲突，需要等下个月虾哥服务器支持内置工具选择后可解。 4.如果流程正确的调用了ha内置的function，可以打开本插件的调试日志再去观测实际的执行情况。",2025-07-24T20:18:12.438849,1,29346,发表于 2025-5-23 10:04:27,https://bbs.hassbian.com/thread-29346-1-1.html,,HomeAssistant内置mcp直连小智AI 【终态】,
tianzhuang55,厉害厉害，马上试试,2025-07-24T20:18:12.440321,,29346,,,,,
taida,谢谢，我看看呢,2025-07-24T20:18:12.440932,,29346,,,,,
miniknife,感谢楼主提供,2025-07-24T20:18:12.441316,,29346,,,,,
nichen24,厉害厉害，马上试试,2025-07-24T20:18:12.441614,,29346,,,,,
silas3082,厉害了大佬,2025-07-24T20:18:12.441881,,29346,,,,,
2511418386,13213213123213123213,2025-07-24T20:18:12.442132,,29346,,,,,
LJCAD,厉害了大佬,2025-07-24T20:18:12.442389,,29346,,,,,
coolguy,厉害厉害，马上试试,2025-07-24T20:18:12.442714,,29346,,,,,
shay,这应该是终极形态了，我那帖子得改改标题了,2025-07-24T20:18:12.442968,,29346,,,,,
yxl150985,"replyreload += ',' + 621006; 本帖最后由 yxl150985 于 2024-8-21 08:48 编辑 本人在mjsxj06cm下测试成功，理论创米通用 注意： 1.rtsp 声音模糊，上来的音频数据是640字节，应该是两路mic，需要进行降噪 2.拆机有风险，谨慎操作 1.按照教程添加开启telnet 2.编译程丢到flash或者sd卡中运行。 云台控制教程： https://github.com/thewh1teagle/xiaomi-1080-360-motor-control.git 教程： 游客，如果您要查看本帖隐藏内容请 回复 github上网友补充的串口位置 登录/注册后可看大图 1722934810485.jpg (167.27 KB, 下载次数: 1) 下载附件 2024-8-6 17:04 上传 没有编程器的可以参考27楼的方法刷入",2025-07-24T20:18:14.469228,1,26386,发表于 2024-8-3 14:19:26,https://bbs.hassbian.com/thread-26386-1-1.html,,小米摄像头开启rtsp（需要拆机修改，spiflash编程器）,
zonglong,"本帖最后由 zonglong 于 2024-9-11 13:30 编辑 不需要编程器固件去烧写到 flash, 在 uboot 烧回写 rootfs 就可, 不用全烧写 fatload mmc 0:1 0x21000000 rootfs_new.bin sf probe sf erase 0x250000 0x69E000 sf write 0x21000000 0x250000 0x69E000 复制代码",2025-07-24T20:18:14.470805,,26386,,,,,
